Vendedor,Departamento,Faturamento Realizado,Objetivo de Faturamento,Margem Realizada,Objetivo de Margem,Data
Letícia Ribeiro,Acessórios,1102.11,1568.39,0.36,0.48,2017-12-21
Enzo Nascimento,Casa,4435.13,5439.45,0.24,0.33,2017-12-21
Guilherme Santos,Casa,3264.65,3027.44,0.28,0.28,2017-12-21
Vitória Ribeiro,Brinquedo,1151.12,1299.33,0.28,0.24,2017-12-21
Julia Araújo,Esportes,1149.81,1905.29,0.43,0.34,2017-12-21
Lucas Rodrigues,Esportes,520.92,1947.14,0.22,0.27,2017-12-21
Thiago Carvalho,Esportes,6424.41,2419.18,0.27,0.35,2017-12-21
Mateus Barbosa,Eletrônicos,3046.42,4252.82,0.31,0.18,2017-12-21
Camila Carvalho,Casa,735.83,2949.65,0.3,0.22,2017-12-21
Diego Cardoso,Vestuário,1365.24,3392.17,0.25,0.15,2017-12-21
Jorge Santos,Brinquedo,4755.11,3647.69,0.1,0.21,2017-12-21
Raphael Silva,Papelaria,454.75,226.07,0.47,0.38,2017-12-21
Caroline Reis,Papelaria,214.07,547.47,0.45,0.47,2017-12-21
Letícia Nascimento,Eletrônicos,5118.18,2949.29,0.22,0.21,2017-12-22
Ana Sousa,Eletrônicos,2592.88,1897.32,0.1,0.17,2017-12-22
Gustavo Martins,Eletrônicos,2653.08,2362.66,0.22,0.22,2017-12-22
Beatriz Santos,Vestuário,4258.8,1717.42,0.1,0.15,2017-12-22
Camila Lima,Vestuário,3974.33,1600.7,0.19,0.16,2017-12-22
Thiago Barbosa,Acessórios,1215.52,871.46,0.64,0.44,2017-12-22
Letícia Ribeiro,Acessórios,1036.82,954.43,0.38,0.4,2017-12-22
Enzo Nascimento,Casa,7269.25,4917.91,0.4,0.32,2017-12-22
Guilherme Santos,Casa,378.64,2040.5,0.33,0.29,2017-12-22
Vitória Ribeiro,Brinquedo,4485.74,3760.26,0.34,0.26,2017-12-22
Julia Araújo,Esportes,1874.73,3537.64,0.13,0.27,2017-12-22
Lucas Rodrigues,Esportes,1981.14,4929.65,0.44,0.38,2017-12-22
Thiago Carvalho,Esportes,4116.39,4202.99,0.45,0.36,2017-12-22
Mateus Barbosa,Eletrônicos,5331.46,3416.3,0.26,0.22,2017-12-22
Camila Carvalho,Casa,3000.44,4162.66,0.31,0.32,2017-12-22
Diego Cardoso,Vestuário,3619.73,2004.86,0.19,0.2,2017-12-22
Jorge Santos,Brinquedo,1663.12,3906.47,0.17,0.21,2017-12-22
Raphael Silva,Papelaria,120.7,653.37,0.45,0.38,2017-12-22
Caroline Reis,Papelaria,946.49,712.94,0.52,0.41,2017-12-22
Letícia Nascimento,Eletrônicos,6268.08,2430.5,0.1,0.22,2017-12-23
Ana Sousa,Eletrônicos,1134.59,3490.25,0.18,0.21,2017-12-23
Gustavo Martins,Eletrônicos,134.42,2322.55,0.09,0.19,2017-12-23
Beatriz Santos,Vestuário,96.62,2911.07,0.24,0.2,2017-12-23
Camila Lima,Vestuário,4477.29,2123.74,0.13,0.2,2017-12-23
Thiago Barbosa,Acessórios,1030.95,655.22,0.22,0.42,2017-12-23
Letícia Ribeiro,Acessórios,1788.14,824.42,0.74,0.46,2017-12-23
Enzo Nascimento,Casa,3721.94,5374.74,0.17,0.25,2017-12-23
Guilherme Santos,Casa,7523.98,3918.5,0.37,0.28,2017-12-23
Vitória Ribeiro,Brinquedo,1545.74,1667.45,0.36,0.29,2017-12-23
Julia Araújo,Esportes,1993.98,3711.12,0.35,0.38,2017-12-23
Lucas Rodrigues,Esportes,3817.35,1314.47,0.49,0.29,2017-12-23
Thiago Carvalho,Esportes,877.93,2192.16,0.42,0.39,2017-12-23
Mateus Barbosa,Eletrônicos,1992.26,1868.96,0.23,0.24,2017-12-23
Camila Carvalho,Casa,675.32,4900.52,0.12,0.24,2017-12-23
Diego Cardoso,Vestuário,3779.12,2117.48,0.12,0.15,2017-12-23
Jorge Santos,Brinquedo,3587.88,1136.42,0.25,0.29,2017-12-23
Raphael Silva,Papelaria,280.75,611.27,0.2,0.36,2017-12-23
Caroline Reis,Papelaria,596.52,443.63,0.36,0.43,2017-12-23
Letícia Nascimento,Eletrônicos,733.14,2359.63,0.18,0.19,2017-12-24
Ana Sousa,Eletrônicos,1990.26,1421.16,0.18,0.24,2017-12-24
Gustavo Martins,Eletrônicos,2712.04,3358.01,0.29,0.19,2017-12-24
Beatriz Santos,Vestuário,3178.91,2476.47,0.18,0.16,2017-12-24
Camila Lima,Vestuário,1316.3,1087.21,0.07,0.18,2017-12-24
Thiago Barbosa,Acessórios,915.42,527.83,0.8,0.58,2017-12-24
Letícia Ribeiro,Acessórios,1024.95,962.24,0.66,0.48,2017-12-24
Enzo Nascimento,Casa,7319.61,4613.92,0.19,0.28,2017-12-24
Guilherme Santos,Casa,4480.36,2701.76,0.18,0.24,2017-12-24
Vitória Ribeiro,Brinquedo,5447.24,1110.92,0.26,0.21,2017-12-24
Julia Araújo,Esportes,6342.47,3025.17,0.35,0.36,2017-12-24
Lucas Rodrigues,Esportes,5971.68,5171.53,0.23,0.26,2017-12-24
Thiago Carvalho,Esportes,6601.83,2345.39,0.25,0.38,2017-12-24
Mateus Barbosa,Eletrônicos,5369.8,2403.07,0.22,0.19,2017-12-24
Camila Carvalho,Casa,1859.52,2379.83,0.33,0.25,2017-12-24
Diego Cardoso,Vestuário,2834.17,1999.32,0.22,0.16,2017-12-24
Jorge Santos,Brinquedo,5176.67,1686.44,0.4,0.25,2017-12-24
Raphael Silva,Papelaria,754.08,691.13,0.58,0.43,2017-12-24
Caroline Reis,Papelaria,999.42,725.86,0.59,0.41,2017-12-24
Letícia Nascimento,Eletrônicos,4621.86,3308.4,0.12,0.21,2017-12-25
Ana Sousa,Eletrônicos,6470.05,1972.0,0.18,0.17,2017-12-25
Gustavo Martins,Eletrônicos,4913.26,2919.44,0.28,0.18,2017-12-25
Beatriz Santos,Vestuário,4923.03,1484.43,0.19,0.16,2017-12-25
Camila Lima,Vestuário,2168.0,3365.21,0.13,0.17,2017-12-25
Thiago Barbosa,Acessórios,1601.19,1514.91,0.32,0.54,2017-12-25
Letícia Ribeiro,Acessórios,1249.94,818.8,0.52,0.58,2017-12-25
Enzo Nascimento,Casa,7471.3,2423.12,0.32,0.32,2017-12-25
Guilherme Santos,Casa,5120.93,3029.68,0.26,0.23,2017-12-25
Vitória Ribeiro,Brinquedo,3887.0,3973.1,0.39,0.23,2017-12-25
Julia Araújo,Esportes,1539.32,1785.03,0.43,0.38,2017-12-25
Lucas Rodrigues,Esportes,2871.43,4955.18,0.3,0.31,2017-12-25
Thiago Carvalho,Esportes,4055.69,1694.94,0.47,0.36,2017-12-25
Mateus Barbosa,Eletrônicos,3117.05,1651.07,0.29,0.17,2017-12-25
Camila Carvalho,Casa,1170.04,1502.89,0.34,0.29,2017-12-25
Diego Cardoso,Vestuário,3066.05,3423.05,0.15,0.16,2017-12-25
Jorge Santos,Brinquedo,1732.2,1625.88,0.28,0.27,2017-12-25
Raphael Silva,Papelaria,503.69,260.97,0.34,0.54,2017-12-25
Caroline Reis,Papelaria,717.56,416.37,0.18,0.52,2017-12-25
Letícia Nascimento,Eletrônicos,4003.46,2054.41,0.24,0.2,2017-12-26
Ana Sousa,Eletrônicos,5562.73,1556.6,0.21,0.19,2017-12-26
Gustavo Martins,Eletrônicos,6300.4,3299.48,0.12,0.18,2017-12-26
Beatriz Santos,Vestuário,3027.08,3201.06,0.08,0.14,2017-12-26
Camila Lima,Vestuário,4580.23,1951.46,0.08,0.14,2017-12-26
Thiago Barbosa,Acessórios,213.24,1550.1,0.7,0.54,2017-12-26
Letícia Ribeiro,Acessórios,1659.67,499.8,0.4,0.42,2017-12-26
Enzo Nascimento,Casa,672.32,3858.76,0.18,0.25,2017-12-26
Guilherme Santos,Casa,2047.98,4639.53,0.32,0.28,2017-12-26
Vitória Ribeiro,Brinquedo,852.3,1263.16,0.17,0.2,2017-12-26
Julia Araújo,Esportes,5323.86,3296.77,0.39,0.29,2017-12-26
Lucas Rodrigues,Esportes,6122.94,3897.44,0.27,0.34,2017-12-26
Thiago Carvalho,Esportes,489.66,3953.56,0.51,0.38,2017-12-26
Mateus Barbosa,Eletrônicos,5433.07,4269.71,0.19,0.18,2017-12-26
Camila Carvalho,Casa,7187.19,1709.02,0.2,0.25,2017-12-26
Diego Cardoso,Vestuário,696.86,2725.93,0.27,0.17,2017-12-26
Jorge Santos,Brinquedo,3491.72,2884.39,0.22,0.29,2017-12-26
Raphael Silva,Papelaria,411.82,390.21,0.41,0.47,2017-12-26
Caroline Reis,Papelaria,156.56,243.09,0.72,0.45,2017-12-26
Letícia Nascimento,Eletrônicos,5814.54,1275.56,0.13,0.17,2017-12-27
Ana Sousa,Eletrônicos,4832.48,2631.49,0.15,0.2,2017-12-27
Gustavo Martins,Eletrônicos,529.08,3466.9,0.31,0.18,2017-12-27
Beatriz Santos,Vestuário,231.21,1411.88,0.13,0.15,2017-12-27
Camila Lima,Vestuário,3141.06,2540.39,0.16,0.15,2017-12-27
Thiago Barbosa,Acessórios,2012.21,1131.39,0.24,0.56,2017-12-27
Letícia Ribeiro,Acessórios,978.62,417.94,0.34,0.44,2017-12-27
Enzo Nascimento,Casa,4505.19,1684.42,0.3,0.24,2017-12-27
Guilherme Santos,Casa,1498.42,2841.82,0.37,0.28,2017-12-27
Vitória Ribeiro,Brinquedo,4881.76,2905.19,0.22,0.25,2017-12-27
Julia Araújo,Esportes,843.92,2784.08,0.36,0.33,2017-12-27
Lucas Rodrigues,Esportes,1955.46,4598.28,0.35,0.36,2017-12-27
Thiago Carvalho,Esportes,1291.23,2027.35,0.21,0.34,2017-12-27
Mateus Barbosa,Eletrônicos,5055.24,2129.29,0.25,0.18,2017-12-27
Camila Carvalho,Casa,7408.44,4766.02,0.35,0.26,2017-12-27
Diego Cardoso,Vestuário,3508.88,2363.75,0.17,0.2,2017-12-27
Jorge Santos,Brinquedo,4872.49,1223.16,0.33,0.22,2017-12-27
Raphael Silva,Papelaria,70.04,354.5,0.5,0.45,2017-12-27
Caroline Reis,Papelaria,366.11,499.81,0.23,0.41,2017-12-27
Letícia Nascimento,Eletrônicos,4672.07,3337.8,0.24,0.22,2017-12-28
Ana Sousa,Eletrônicos,5115.59,4475.45,0.25,0.18,2017-12-28
Gustavo Martins,Eletrônicos,3240.0,2924.08,0.22,0.18,2017-12-28
Beatriz Santos,Vestuário,1821.77,1164.52,0.1,0.19,2017-12-28
Camila Lima,Vestuário,1384.93,1953.47,0.12,0.15,2017-12-28
Thiago Barbosa,Acessórios,930.9,1463.59,0.78,0.48,2017-12-28
Letícia Ribeiro,Acessórios,88.57,574.9,0.4,0.46,2017-12-28
Enzo Nascimento,Casa,4186.01,1428.2,0.32,0.25,2017-12-28
Guilherme Santos,Casa,4821.36,3784.65,0.28,0.31,2017-12-28
Vitória Ribeiro,Brinquedo,3996.01,3910.51,0.34,0.22,2017-12-28
Julia Araújo,Esportes,5960.66,5109.31,0.47,0.3,2017-12-28
Lucas Rodrigues,Esportes,2560.73,3500.87,0.38,0.27,2017-12-28
Thiago Carvalho,Esportes,5183.07,2350.79,0.17,0.27,2017-12-28
Mateus Barbosa,Eletrônicos,4496.68,4755.5,0.31,0.2,2017-12-28
Camila Carvalho,Casa,1791.24,3616.37,0.15,0.26,2017-12-28
Diego Cardoso,Vestuário,4745.12,2150.15,0.16,0.15,2017-12-28
Jorge Santos,Brinquedo,2069.75,2666.83,0.32,0.22,2017-12-28
Raphael Silva,Papelaria,244.63,677.89,0.47,0.43,2017-12-28
Caroline Reis,Papelaria,1052.74,219.24,0.68,0.49,2017-12-28
Letícia Nascimento,Eletrônicos,3865.68,1798.07,0.14,0.21,2017-12-29
Ana Sousa,Eletrônicos,1022.76,2878.81,0.31,0.22,2017-12-29
Gustavo Martins,Eletrônicos,1229.92,1598.27,0.3,0.22,2017-12-29
Beatriz Santos,Vestuário,2625.47,1447.35,0.1,0.17,2017-12-29
Camila Lima,Vestuário,3571.07,3550.29,0.23,0.16,2017-12-29
Thiago Barbosa,Acessórios,793.7,620.67,0.48,0.4,2017-12-29
Letícia Ribeiro,Acessórios,1373.12,1413.94,0.54,0.42,2017-12-29
Enzo Nascimento,Casa,3692.91,4884.33,0.13,0.3,2017-12-29
Guilherme Santos,Casa,1350.86,3974.91,0.25,0.32,2017-12-29
Vitória Ribeiro,Brinquedo,3497.85,1978.74,0.15,0.27,2017-12-29
Julia Araújo,Esportes,2427.2,2594.87,0.4,0.26,2017-12-29
Lucas Rodrigues,Esportes,6848.1,4751.51,0.14,0.27,2017-12-29
Thiago Carvalho,Esportes,2261.09,3397.29,0.23,0.27,2017-12-29
Mateus Barbosa,Eletrônicos,2901.7,1822.5,0.25,0.16,2017-12-29
Camila Carvalho,Casa,3302.66,5583.34,0.15,0.24,2017-12-29
Diego Cardoso,Vestuário,276.07,2913.72,0.18,0.14,2017-12-29
Jorge Santos,Brinquedo,4983.84,3009.0,0.3,0.29,2017-12-29
Raphael Silva,Papelaria,710.92,318.49,0.43,0.5,2017-12-29
Caroline Reis,Papelaria,640.26,788.37,0.59,0.38,2017-12-29
Letícia Nascimento,Eletrônicos,6319.43,1308.49,0.22,0.23,2017-12-30
Ana Sousa,Eletrônicos,4717.33,1996.01,0.18,0.23,2017-12-30
Gustavo Martins,Eletrônicos,2882.24,2587.82,0.22,0.22,2017-12-30
Beatriz Santos,Vestuário,1574.96,1571.57,0.25,0.16,2017-12-30
Camila Lima,Vestuário,1443.26,1582.34,0.27,0.17,2017-12-30
Thiago Barbosa,Acessórios,981.53,716.68,0.48,0.4,2017-12-30
Letícia Ribeiro,Acessórios,1220.65,748.18,0.64,0.52,2017-12-30
Enzo Nascimento,Casa,894.88,4461.24,0.14,0.26,2017-12-30
Guilherme Santos,Casa,1218.83,5370.55,0.39,0.24,2017-12-30
Vitória Ribeiro,Brinquedo,119.4,1388.78,0.13,0.24,2017-12-30
Julia Araújo,Esportes,2361.32,1370.82,0.36,0.36,2017-12-30
Lucas Rodrigues,Esportes,4449.22,5115.07,0.29,0.35,2017-12-30
Thiago Carvalho,Esportes,5555.32,1776.46,0.45,0.35,2017-12-30
Mateus Barbosa,Eletrônicos,2533.66,3713.27,0.25,0.17,2017-12-30
Camila Carvalho,Casa,6136.47,3721.23,0.12,0.28,2017-12-30
Diego Cardoso,Vestuário,2754.49,3557.09,0.2,0.18,2017-12-30
Jorge Santos,Brinquedo,1369.06,3763.7,0.32,0.3,2017-12-30
Raphael Silva,Papelaria,938.9,383.64,0.72,0.4,2017-12-30
Caroline Reis,Papelaria,387.05,722.22,0.29,0.43,2017-12-30
Letícia Nascimento,Eletrônicos,5119.9,1512.98,0.3,0.22,2017-12-31
Ana Sousa,Eletrônicos,5414.63,2349.62,0.25,0.22,2017-12-31
Gustavo Martins,Eletrônicos,3120.29,3734.84,0.22,0.18,2017-12-31
Beatriz Santos,Vestuário,286.23,1122.63,0.16,0.17,2017-12-31
Camila Lima,Vestuário,180.79,1542.49,0.13,0.21,2017-12-31
Thiago Barbosa,Acessórios,1773.06,1040.38,0.68,0.4,2017-12-31
Letícia Ribeiro,Acessórios,1679.94,965.06,0.7,0.48,2017-12-31
Enzo Nascimento,Casa,6182.5,4968.1,0.21,0.32,2017-12-31
Guilherme Santos,Casa,1486.37,5564.94,0.19,0.33,2017-12-31
Vitória Ribeiro,Brinquedo,1873.77,3076.41,0.19,0.27,2017-12-31
Julia Araújo,Esportes,4315.73,2006.08,0.26,0.36,2017-12-31
Lucas Rodrigues,Esportes,4085.99,3027.52,0.3,0.34,2017-12-31
Thiago Carvalho,Esportes,7027.53,1644.23,0.39,0.36,2017-12-31
Mateus Barbosa,Eletrônicos,6531.56,4070.93,0.14,0.22,2017-12-31
Camila Carvalho,Casa,5874.99,3364.49,0.43,0.26,2017-12-31
Diego Cardoso,Vestuário,1305.56,2971.04,0.21,0.15,2017-12-31
Jorge Santos,Brinquedo,2200.89,2648.48,0.39,0.28,2017-12-31
Raphael Silva,Papelaria,1065.42,542.26,0.67,0.36,2017-12-31
Caroline Reis,Papelaria,837.03,726.92,0.54,0.54,2017-12-31
Letícia Nascimento,Eletrônicos,1685.24,4395.28,0.13,0.22,2018-01-01
Ana Sousa,Eletrônicos,5169.23,2808.8,0.08,0.2,2018-01-01
Gustavo Martins,Eletrônicos,2449.81,3033.19,0.26,0.17,2018-01-01
Beatriz Santos,Vestuário,3323.93,2705.97,0.17,0.18,2018-01-01
Camila Lima,Vestuário,1552.96,3029.97,0.27,0.16,2018-01-01
Thiago Barbosa,Acessórios,2586.23,1417.42,0.64,0.54,2018-01-01
Letícia Ribeiro,Acessórios,1658.86,1436.73,0.48,0.58,2018-01-01
Enzo Nascimento,Casa,8492.96,2125.11,0.14,0.32,2018-01-01
Guilherme Santos,Casa,3409.11,3360.03,0.12,0.31,2018-01-01
Vitória Ribeiro,Brinquedo,6089.75,1797.1,0.3,0.27,2018-01-01
Julia Araújo,Esportes,8217.47,4332.73,0.47,0.27,2018-01-01
Lucas Rodrigues,Esportes,3504.5,4187.23,0.49,0.38,2018-01-01
Thiago Carvalho,Esportes,4842.44,3628.75,0.17,0.36,2018-01-01
Mateus Barbosa,Eletrônicos,2331.09,2250.02,0.22,0.19,2018-01-01
Camila Carvalho,Casa,2567.38,4828.35,0.41,0.22,2018-01-01
Diego Cardoso,Vestuário,142.73,1694.52,0.2,0.18,2018-01-01
Jorge Santos,Brinquedo,7011.13,3903.86,0.38,0.27,2018-01-01
Raphael Silva,Papelaria,443.25,402.62,0.43,0.52,2018-01-01
Caroline Reis,Papelaria,951.87,793.9,0.34,0.38,2018-01-01
Letícia Nascimento,Eletrônicos,8268.41,3109.52,0.22,0.22,2018-01-02
Ana Sousa,Eletrônicos,6421.91,1856.33,0.23,0.23,2018-01-02
Gustavo Martins,Eletrônicos,2555.23,2239.75,0.26,0.22,2018-01-02
Beatriz Santos,Vestuário,6394.03,1314.11,0.15,0.2,2018-01-02
Camila Lima,Vestuário,4752.05,1730.98,0.19,0.2,2018-01-02
Thiago Barbosa,Acessórios,639.71,1246.81,0.4,0.52,2018-01-02
Letícia Ribeiro,Acessórios,2047.47,1189.36,0.24,0.56,2018-01-02
Enzo Nascimento,Casa,7101.33,4184.04,0.25,0.28,2018-01-02
Guilherme Santos,Casa,3270.21,3884.11,0.19,0.3,2018-01-02
Vitória Ribeiro,Brinquedo,2445.65,3297.78,0.34,0.21,2018-01-02
Julia Araújo,Esportes,4521.66,2757.45,0.45,0.39,2018-01-02
Lucas Rodrigues,Esportes,6349.04,3526.98,0.51,0.29,2018-01-02
Thiago Carvalho,Esportes,9259.21,4227.74,0.17,0.35,2018-01-02
Mateus Barbosa,Eletrônicos,4081.33,5110.91,0.1,0.23,2018-01-02
Camila Carvalho,Casa,6440.67,2433.08,0.33,0.29,2018-01-02
Diego Cardoso,Vestuário,133.52,2498.34,0.12,0.18,2018-01-02
Jorge Santos,Brinquedo,1173.26,1751.32,0.31,0.23,2018-01-02
Raphael Silva,Papelaria,45.17,816.77,0.4,0.47,2018-01-02
Caroline Reis,Papelaria,503.45,849.6,0.36,0.5,2018-01-02
Letícia Nascimento,Eletrônicos,6289.06,2207.86,0.26,0.24,2018-01-03
Ana Sousa,Eletrônicos,7987.76,4026.17,0.18,0.18,2018-01-03
Gustavo Martins,Eletrônicos,4019.25,2561.71,0.24,0.18,2018-01-03
Beatriz Santos,Vestuário,868.09,2840.52,0.1,0.18,2018-01-03
Camila Lima,Vestuário,455.83,1404.77,0.1,0.16,2018-01-03
Thiago Barbosa,Acessórios,1420.33,825.47,0.68,0.46,2018-01-03
Letícia Ribeiro,Acessórios,145.73,760.8,0.42,0.48,2018-01-03
Enzo Nascimento,Casa,7011.1,6098.52,0.12,0.33,2018-01-03
Guilherme Santos,Casa,543.16,3439.16,0.26,0.23,2018-01-03
Vitória Ribeiro,Brinquedo,3065.04,2120.25,0.38,0.28,2018-01-03
Julia Araújo,Esportes,5312.41,4859.08,0.44,0.27,2018-01-03
Lucas Rodrigues,Esportes,1630.22,3793.85,0.22,0.35,2018-01-03
Thiago Carvalho,Esportes,1019.95,4153.58,0.31,0.35,2018-01-03
Mateus Barbosa,Eletrônicos,6774.71,4657.25,0.16,0.19,2018-01-03
Camila Carvalho,Casa,4164.51,5726.31,0.17,0.23,2018-01-03
Diego Cardoso,Vestuário,6298.68,2917.85,0.21,0.18,2018-01-03
Jorge Santos,Brinquedo,2690.04,2076.93,0.23,0.27,2018-01-03
Raphael Silva,Papelaria,374.66,222.88,0.32,0.43,2018-01-03
Caroline Reis,Papelaria,1165.03,444.47,0.36,0.38,2018-01-03
Letícia Nascimento,Eletrônicos,3592.07,4114.55,0.18,0.2,2018-01-04
Ana Sousa,Eletrônicos,4260.92,3454.18,0.27,0.18,2018-01-04
Gustavo Martins,Eletrônicos,6841.16,2239.06,0.11,0.19,2018-01-04
Beatriz Santos,Vestuário,6347.59,2702.38,0.2,0.16,2018-01-04
Camila Lima,Vestuário,5319.76,1095.04,0.18,0.19,2018-01-04
Thiago Barbosa,Acessórios,2368.06,968.4,0.42,0.54,2018-01-04
Letícia Ribeiro,Acessórios,2353.48,627.59,0.78,0.58,2018-01-04
Enzo Nascimento,Casa,5713.25,2388.89,0.34,0.23,2018-01-04
Guilherme Santos,Casa,5727.29,3270.3,0.22,0.22,2018-01-04
Vitória Ribeiro,Brinquedo,861.37,3651.76,0.11,0.26,2018-01-04
Julia Araújo,Esportes,8528.48,1531.92,0.42,0.39,2018-01-04
Lucas Rodrigues,Esportes,6358.39,2170.64,0.16,0.34,2018-01-04
Thiago Carvalho,Esportes,2074.37,2757.07,0.14,0.31,2018-01-04
Mateus Barbosa,Eletrônicos,4162.66,1967.82,0.1,0.18,2018-01-04
Camila Carvalho,Casa,908.14,4538.63,0.34,0.31,2018-01-04
Diego Cardoso,Vestuário,5284.48,2736.86,0.2,0.2,2018-01-04
Jorge Santos,Brinquedo,5329.25,1619.92,0.38,0.28,2018-01-04
Raphael Silva,Papelaria,881.6,294.23,0.65,0.4,2018-01-04
Caroline Reis,Papelaria,700.46,325.35,0.68,0.36,2018-01-04
Letícia Nascimento,Eletrônicos,624.83,3534.54,0.3,0.2,2018-01-05
Ana Sousa,Eletrônicos,5651.55,3080.1,0.14,0.2,2018-01-05
Gustavo Martins,Eletrônicos,612.08,2452.85,0.22,0.2,2018-01-05
Beatriz Santos,Vestuário,3538.03,3630.75,0.24,0.2,2018-01-05
Camila Lima,Vestuário,6015.05,1174.56,0.11,0.15,2018-01-05
Thiago Barbosa,Acessórios,1905.94,1536.38,0.64,0.4,2018-01-05
Letícia Ribeiro,Acessórios,274.25,1755.82,0.46,0.52,2018-01-05
Enzo Nascimento,Casa,703.05,2885.05,0.24,0.26,2018-01-05
Guilherme Santos,Casa,5128.12,3037.08,0.35,0.25,2018-01-05
Vitória Ribeiro,Brinquedo,2996.63,3887.32,0.23,0.27,2018-01-05
Julia Araújo,Esportes,346.52,3260.06,0.45,0.3,2018-01-05
Lucas Rodrigues,Esportes,1589.29,4122.52,0.49,0.39,2018-01-05
Thiago Carvalho,Esportes,1783.24,3407.83,0.31,0.33,2018-01-05
Mateus Barbosa,Eletrônicos,2267.13,3279.47,0.3,0.18,2018-01-05
Camila Carvalho,Casa,4521.24,5284.34,0.34,0.25,2018-01-05
Diego Cardoso,Vestuário,2126.63,2380.27,0.23,0.15,2018-01-05
Jorge Santos,Brinquedo,3176.51,1569.52,0.28,0.25,2018-01-05
Raphael Silva,Papelaria,663.08,828.04,0.47,0.4,2018-01-05
Caroline Reis,Papelaria,759.52,745.07,0.25,0.5,2018-01-05
Letícia Nascimento,Eletrônicos,1391.19,2908.17,0.26,0.22,2018-01-06
Ana Sousa,Eletrônicos,6523.61,2338.34,0.18,0.16,2018-01-06
Gustavo Martins,Eletrônicos,1806.06,3271.05,0.23,0.23,2018-01-06
Beatriz Santos,Vestuário,327.24,2139.96,0.22,0.17,2018-01-06
Camila Lima,Vestuário,183.81,1587.75,0.22,0.21,2018-01-06
Thiago Barbosa,Acessórios,1179.18,843.41,0.48,0.58,2018-01-06
Letícia Ribeiro,Acessórios,2405.42,1279.49,0.28,0.52,2018-01-06
Enzo Nascimento,Casa,2058.24,2109.23,0.17,0.31,2018-01-06
Guilherme Santos,Casa,2761.94,4111.69,0.23,0.33,2018-01-06
Vitória Ribeiro,Brinquedo,4849.21,1991.19,0.35,0.28,2018-01-06
Julia Araújo,Esportes,942.34,4020.86,0.51,0.34,2018-01-06
Lucas Rodrigues,Esportes,2557.19,1514.6,0.3,0.38,2018-01-06
Thiago Carvalho,Esportes,1250.43,1435.03,0.33,0.35,2018-01-06
Mateus Barbosa,Eletrônicos,3528.86,4774.0,0.1,0.18,2018-01-06
Camila Carvalho,Casa,4894.91,4537.75,0.35,0.23,2018-01-06
Diego Cardoso,Vestuário,5342.06,1162.9,0.12,0.17,2018-01-06
Jorge Santos,Brinquedo,3976.77,2330.87,0.23,0.24,2018-01-06
Raphael Silva,Papelaria,1007.94,647.76,0.34,0.38,2018-01-06
Caroline Reis,Papelaria,101.41,863.13,0.23,0.52,2018-01-06
Letícia Nascimento,Eletrônicos,4963.16,1321.99,0.24,0.17,2018-01-07
Ana Sousa,Eletrônicos,1050.08,3518.86,0.17,0.22,2018-01-07
Gustavo Martins,Eletrônicos,255.57,1510.34,0.16,0.18,2018-01-07
Beatriz Santos,Vestuário,3108.92,3027.65,0.27,0.15,2018-01-07
Camila Lima,Vestuário,4430.16,1511.61,0.08,0.21,2018-01-07
Thiago Barbosa,Acessórios,535.39,1629.61,0.48,0.58,2018-01-07
Letícia Ribeiro,Acessórios,2271.88,1064.85,0.58,0.54,2018-01-07
Enzo Nascimento,Casa,6609.06,5513.65,0.22,0.24,2018-01-07
Guilherme Santos,Casa,6070.41,3024.36,0.4,0.33,2018-01-07
Vitória Ribeiro,Brinquedo,5382.13,1939.53,0.33,0.23,2018-01-07
Julia Araújo,Esportes,3669.53,4339.48,0.36,0.35,2018-01-07
Lucas Rodrigues,Esportes,6273.82,2141.12,0.23,0.31,2018-01-07
Thiago Carvalho,Esportes,1200.29,4770.02,0.21,0.3,2018-01-07
Mateus Barbosa,Eletrônicos,8084.31,4436.14,0.29,0.17,2018-01-07
Camila Carvalho,Casa,9008.25,2406.96,0.26,0.31,2018-01-07
Diego Cardoso,Vestuário,3987.47,1672.42,0.16,0.17,2018-01-07
Jorge Santos,Brinquedo,5406.19,3547.15,0.33,0.27,2018-01-07
Raphael Silva,Papelaria,653.99,572.16,0.58,0.52,2018-01-07
Caroline Reis,Papelaria,1103.04,223.17,0.47,0.41,2018-01-07
Letícia Nascimento,Eletrônicos,6615.71,4521.0,0.19,0.21,2018-01-08
Ana Sousa,Eletrônicos,547.09,2758.15,0.15,0.22,2018-01-08
Gustavo Martins,Eletrônicos,4504.56,1632.21,0.14,0.21,2018-01-08
Beatriz Santos,Vestuário,3373.98,1617.98,0.24,0.16,2018-01-08
Camila Lima,Vestuário,2649.06,1831.22,0.08,0.17,2018-01-08
Thiago Barbosa,Acessórios,769.42,876.52,0.54,0.52,2018-01-08
Letícia Ribeiro,Acessórios,1278.34,681.11,0.42,0.44,2018-01-08
Enzo Nascimento,Casa,1610.57,3579.14,0.31,0.23,2018-01-08
Guilherme Santos,Casa,1327.54,4734.61,0.13,0.3,2018-01-08
Vitória Ribeiro,Brinquedo,2741.05,3386.83,0.12,0.25,2018-01-08
Julia Araújo,Esportes,3913.94,3250.2,0.33,0.34,2018-01-08
Lucas Rodrigues,Esportes,9253.61,2809.26,0.22,0.29,2018-01-08
Thiago Carvalho,Esportes,2384.45,4976.77,0.29,0.33,2018-01-08
